"T. Arisue, T. Yamazato, H, Okada, M. Kinoshita, S. Arai, T. Yendo, K. Kamakura, T. Fujii","An Experiment of Image Sensor Communication Using Digital Micromirror Device Projector as a Vehicle Headlight","Workshop on Optical Wireless Communication for Smart City (OWC2), pp.1-4, Toyota, Japan","This paper presents an image sensor communication (ISC) using a digital micromirror device (DMD) projector as a transmitter. In particular, we focus on ISC for intelligent transport systems (ITSs). DMD projectors are expected to use in road traffic, such as vehicle headlights, street lights, and projectors of traffic signs. Our proposed system projects data patterns on a road or signage for transmission in addition to primary lighting/display function. In this paper, we report a basic experiment of the proposed system using the DMD projector as a vehicle headlight in driving conditions.","Dec. 2019",
"K. Takahashi, K. Kamakura, M. Kinoshita, T. Yamazato","Nonlinear Companding Scheme for Parallel Transmission for Image-Sensor-Based Visible Light Communication","Workshop on Optical Wireless Communication for Smart City (OWC2), pp.9-12, Toyota, Japan","","Dec. 2019",
"S. Kamegawa, M. Kinoshita, T. Yamazato, H. Okada, T. Fujii, S. Arai, T. Yendo, K. Kamakura","Performance Evaluation of Precoded Pulse Width Modulation for Visible Light Communicatino Using Image Sensor","IEICE Transactions on Communications, vol.J102-B, no.12, pp.962-965","","Dec. 2019","https://doi.org/10.14923/transcomj.2019JBL4002"
"R. Huang, M. Kinoshita, T. Yamazato, H. Okada, T. Fujii, S. Arai, T. Yendo, K. Kamakura","Calibration method for an integrated ranging and visible light communication system using stereo cameras","International Conference on Materials and Systems for Sustainability (ICMaSS), Nagoya, Japan","Camera calibration is an essential part of stereo camera system. By using stereo cameras, it enables simultaneous range estimation and visible light communication (VLC) data transmission, and we can use them for VLC-based intelligent transport system (ITS-VLC).
The ranging accuracy greatly relies on the accurate camera calibration. As the range increases, the estimation error of calibration parameters will make the ranging result worse. In this paper, we introduce stereo cameras into ITS-VLC system, and discuss the calibration method for range estimation. Considering the effect of camera calibration, the proposed scheme using stereo cameras confirms a great ranging accuracy in a static condition, and the estimation errors of calibration parameters are given within 0.05%.","Nov. 2019",
"T. Mitani, T. Yamazato, K. Naito, Y. Mori","Analysis of Data Collected by the 700 MHz Band Intelligent Transport Systems for Reducing Ambulance Transportation Time","The 8th IEEE International Conference on Conected Vehicles and Expo (ICCVE), Gratz, Austlia","Emergency services around the world face the problem of increasing patient transportation times. The operation of emergency vehicles is fundamentally different from that of general vehicles ; hence, algorithms recommending optimal routes in a conventional way are not always applicable to emergency vehicles. In this study, we analyzed data of inter-vehicle and road-vehicle communication collected at 700 MHz band intelligent transport systems and demonstrated that the overall travel time of emergency vehicles can be reduced by decreasing their travel time at intersections.","Nov. 2019","https://doi.org/10.1109/ICCVE45908.2019.8965232"
"T. Arisue, T. Yamazato, H, Okada, M. Kinoshita, S. Arai, T. Yendo, K. Kamakura, T. Fujii","Basic Experiment on ITS Visible Light Communication Transmitter Using DMD Projector Usable as Street Lights","Enginnering Sciences Society Conference of IEICE, A-9-1, p.64, Osaka, Japan","","Sep. 2019",
"Y. Nakashima, T. Yamazato, S. Arai, H. Tanaka, K. Tadokoro","Noise-aided linearization of a receiver with one-bit analog-to-digital converter","Communications Society Conference of IEICE,B-8-23,p97","","Sep. 2019",
"Y. Nakashima, T. Yamazato, S. Arai, H. Tanaka, K. Tadokoro","An analysis of a noise-aided linearization range  on a receiver with one-bit analog-to-digital converter","IEICE Technical Report, RCS2019-149, pp.19-24","In this study, we assume the receiver with analog-to-digital converter(s) that has only one-bit resolution(1bit-ADC). The advantages of  1bit ADC are low power consumption, potential to realize high sampling rate, the simple structure and the small circuit area. Also, 1bit ADC does not need the gain control for the ADC dynamic range. However, the 1bit ADC has a nonlinearity and that cause the large amplitude distortion. Therefore, we focus on the noise-aided linearization known as stochastic resonance. the output of the 1bit ADC is stochastically linearized by noise and the amplitude distortion is restrained. In this paper, we shows an analysis for the stochastic input-output property of the 1bit ADC. The result shows the linearized range is decided from the distribution and the variance of the input noise. ","Aug. 2019",
"Y.Nakashima, T.Yamazato, S.Arai, H.Tanaka, Y.Tadokoro","Noise-aided demodulation of direct spread-code division multiple access signals with a 1bit analog-to-digital converter","IEICE Transactions on Communications, vol.J102-B, no.8, pp.584-594","","Aug. 2019","https://doi.org/10.14923/transcomj.2018WFP0008"
"D. GOTO, H. SHIBAYAMA, F. YAMASHITA, R. OKEMA, T. YAMAZATO","Capacity Evaluation of Low-earth Orbit Satellite-MIMO Systems","IEICE Transactions on Communications, Vol. J102B, No.8, pp.614-623","In this paper, we evaluate the transmission capacity of LEO-MIMO systems by low-earth orbit (LEO) satellite communication using Muti-Input/Multi-Output (MIMO). In LEO systems, Doppler shift is always caused by fluctuation of satellite orbit may affect the performance of LEO-MIMO. In this system, guard bands and control carriers are used for synchronization and channel estimation for MIMO demodulation. Simulation results show that MIMO transmission with five satellites at the center frequency of 12 GHz achieves the highest transmission capacity by approximately 2.7bps/Hz. And the transmission capacity with three satellites at 20GHz is maximized, approximately 1.6 bps/Hz.","Aug. 2019","https://doi.org/10.14923/transcomj.2018WFP0016"
"Y. Ohira, T. Yendo, S. Arai, and T. Yamazato","High performance demodulation method with less complexity for image-sensor communication","Optics Express, vol.27, no.15, pp.21565-21578","This study presents a novel method for signal demodulation for use with visible light communication systems composed of an image sensor as a receiver and light-emitting diode (LED) transmitters. Demodulation is a central challenge in the design of such a system, as the image captured at the image-sensor receiver is deteriorated by distance and noise. We propose a demodulation method that offers performance approaching that of the maximum-likelihood decoding (MLD) method and with significantly less complexity. The proposed method first applies the minimum mean square error (MMSE) method to each LED into reliable LEDs and unreliable LEDs according to the MMSE results and it demodulates the LEDs judged as reliable directly. Then, the MLD method is applied only to the unreliable LEDs to demodulate their signals. The results of numerical simulations and lab experiments are presented to evaluate the performance of this modified demodulation method.","Jul. 2019","https://doi.org/10.1364/OE.27.021565"
"M. Kinoshita, K. Kamakura, T. Yamazato","[Invited Talk] Visible Light Communication and Ranging Using High-speed Stereo Cameras","2019 IEEE SUMMER TOPICALS MEETING SERIES, Photonics in Artificial Intelligence (Photonics-AI), Ft. Lauderdale, FL","We will introduce an integrated system of visible light communication (VLC) and ranging using high-speed stereo imaging. The system simultaneously decodes a VLC signal while its source tracking portion outputs ranging information. These image sensors are mainly used to provide visual information to the driver.","Jul. 2019","https://doi.org/10.1109/PHOSST.2019.8794881"
"Y. Tadokoro, T. Yamazato, H. Tanaka, S. Arai, Y. Nakashima, S. Hiraoka","For the Applications of Stochastic Resonance in the Telecommunications","IEICE Transactions on Communications, vol.J102-B, no.6, pp.445-458","A nonlinear phenomenon of Stochastic resonance~(SR) was found in 1981 to describe the 100,000-year cycle of the ice age on Earth. In this framework, noise has an important role in the system behavior; the system response, especially response to weak signal, is strongly enhanced by exploiting noise. This unique feature has attracted interests in diverse fields, including biological systems, electron devices, and signal processing methods. For developing the future applications with SR in the telecommunication fields, this survey article provides the fundamental aspects and recent progress of SR. This article is divided into halves. The first part of the paper provides a review of the history, investigations, and fundamental theory of SR. The second part introduces practical applications of SR.  To be more specific, the part describes an SR receiver for sub-threshold signal detection, its error rate analysis, and an example of implementation. A capacity analysis is also discussed using the derived error rate equation. Further, the part introduces multi-signal demodulation using one bit AD converter and hypothesis testing.","Jun. 2019","https://doi.org/10.14923/transcomj.2018JBR0001"
"R. Okema, D. GOoto, T. Yamazato, F. Yamashita, D. Shibayama","Detection of Two Superimposed LEO-MIMO’s Control Signals by Deep Learning","IEICE Technical Report, SAT2019-3, pp.13-17, Nagoya,Japan","A MIMO communication system using multiple low-earth orbital (LEO) satellites achieves higher capacity than a conventional LEO system.However, as it requires to allocate different frequency bandwidth for each satellite signal to estimate its Doppler-shift, increase in the number of satellites decreases occupied MIMO signal bandwidth, and hence lower the capacity.This paper tries to prevent such capacity reduction by an introduction of superimposition of the control signals. The superposition of the control signals occupy only a frequency bandwidth of one control signal, thus can prevent the capacity reduction. A challenge is how to estimate each satellites’ Doppler frequency from the superimposed control signal. In this paper, we propose to adopt deep learning to estimate each satellites’ Doppler frequency from the waveform of Doppler affected control signals. In particular, we consider the case of two superimposed control signal and show the result in terms of average frequency estimation error.","May 2019",
